show_id,category,title,director,cast,country,rating,duration,type,year,duration_num,duration_type,
s3851,Movie,Madre,Aaron Burns,"Daniela Ramrez, Cristobal Tapia Montt, Aida, Matas Bassi, Nicols Durn, Ignacia Allamand",chile,TV-MA,95 min,"International Movies, Thrillers",2017,95,min,
s3852,TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,"Emanuela Rei, Giorgia Boni, Sergio Ruggeri, Luca Murphy, Federica Corti, Federico Pedroni, Tiffany Zhou, Sergio Melone",italy,TV-Y7,1 Season,"Kids' TV, TV Comedies",2019,1,Season,
s3853,TV Show,Magi: Adventure of Sinbad,Unknown,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai, Keiji Fujiwara, Akira Ishida, Katsuyuki Konishi, Yoko Hikasa, Ai Kayano, Takehito Koyasu, Hiroki Touchi",japan,TV-14,1 Season,"Anime Series, International TV Shows",2016,1,Season,
s3854,TV Show,Magi: The Labyrinth of Magic,Unknown,"Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita",japan,TV-14,2 Seasons,"Anime Series, International TV Shows",2019,2,Seasons,
s3855,TV Show,Magic for Humans,Unknown,Justin Willman,united states,TV-14,3 Seasons,"Reality TV, TV Comedies",2020,3,Seasons,
s3856,TV Show,Magic Phone,Unknown,"Jin-woo Kim, Min-ji Park, In-jun Gwak, Gi-du Kim",south korea,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2017,1,Season,
s3857,Movie,Magic Snowflake,Luc Vinciguerra,"Nathan Simony, Benot Allemane, Vincent Grass, Jean-Claude Donda, Alexis Tomassian, Pascal Sellem, Evelyne Grandjean, Alice Rvrend, Kylian Trouillard, Cline Melloul","france, belgium",TV-Y,73 min,Children & Family Movies,2015,73,min,
s3858,TV Show,Magical Andes,Unknown,Not Available,"uruguay, germany",TV-G,1 Season,"Docuseries, International TV Shows, Science & Nature TV",2019,1,Season,
s3859,Movie,Magnetic,Thierry Donard,"Tom Barrer, Liam Whaley, Wille Lindberg, Sam Favret, Fabian Bodet, Jamie Lee, Lorenzo Avvenenti, Ross Clarke-Jones",france,TV-14,110 min,"Action & Adventure, Documentaries, International Movies",2020,110,min,
s3860,Movie,Magnificent,Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Sushma Seth, Niki Walia, Sanah Kapur, Vikas Verma",india,TV-14,143 min,"Comedies, International Movies, Romantic Movies",2020,143,min,
s3861,Movie,Magnolia,Paul Thomas Anderson,"Jeremy Blackman, Tom Cruise, Melinda Dillon, April Grace, Luis Guzmn, Philip Baker Hall, Philip Seymour Hoffman, Ricky Jay, William H. Macy, Alfred Molina, Julianne Moore, Michael Murphy, John C. Reilly, Jason Robards, Melora Walters",united states,R,189 min,"Dramas, Independent Movies",2020,189,min,
s3862,Movie,Magnus,Benjamin Ree,Magnus Carlsen,norway,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies",2017,75,min,
s3863,Movie,Mahabharat,Amaan Khan,"Amitabh Bachchan, Ajay Devgn, Vidya Balan, Shatrughan Sinha, Sunny Deol, Anil Kapoor, Manoj Bajpayee, Jackie Shroff, Anupam Kher, Deepti Naval",india,TV-14,119 min,"Action & Adventure, Dramas, International Movies",2018,119,min,
s3864,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,"Gurpreet Guggi, Rocky Bhardwaj, Brijesh Ahuja, Gick Grewal, Inderjit Grewal, Lekhraj Thakur",Unknown,TV-14,56 min,"Dramas, International Movies",2019,56,min,
s3865,TV Show,Maharakshak Devi,Unknown,"Umang Jain, Indraneil Sengupta, Rohit Bakshi, Karan Suchak, Shresth Kumar, Ankit Gera, Rushiraj Pawar, Nikita Sharma, Varun Kapoor, Kamalika Guha Thakurta, Sahil Uppal, Charu Asopa",india,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",2017,1,Season,
s3866,TV Show,Maharakshak: Aryan,Unknown,"Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal, Khalid Siddiqui, Abigail Jain, Rishabh Jain",india,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",2017,1,Season,
s3867,Movie,Mahi NRI,Gaurav Bavdankar,"Harrdy Sandhu, Poppy Jabbal, Rameet Kaur, B.N. Sharma, Navneet Nishan, Gurpreet Guggi, Anjum Batra, Ranjan Sehgal",united kingdom,TV-14,134 min,"Comedies, Dramas, International Movies",2019,134,min,
s3868,TV Show,Mahi Way,Unknown,"Pushtii Shakti, Viraf Patel, Siddhant Karnick, Monica Khanna, Amrita Raichand, Suparna Marwah, Mark Farokh Parekh",india,TV-14,1 Season,"International TV Shows, TV Comedies",2018,1,Season,
s3869,Movie,Mahjong Heroes,Li Pei-Chuan,"Patrick Tse, Betty Ting Pei, Hua Yueh, Chin Siu Ho, Lau Hak-Suen, Kwan Hoi-san",hong kong,TV-PG,92 min,"Comedies, International Movies",2018,92,min,
s3870,TV Show,Mahmut & Meryem,Unknown,"Aras Bulut ynemli, Eva Dedova, Fahreddin Manafov, Melahat Abbasova, Polat Bilgin, Mehmet evik, Shamil Suleimanov, afak Bakaya, lker Kzmaz, Kristina Krepela, Ufuk en","turkey, azerbaijan",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2016,1,Season,
s3871,TV Show,Maid-Sama!,Unknown,"Ayumi Fujimura, Nobuhiko Okamoto, Kazuyoshi Shiibashi, Kana Hanazawa, Yu Kobayashi, Mitsuhiro Ichiki, Takuma Terashima, Yoshimasa Hosoya",japan,TV-14,1 Season,"Anime Series, Romantic TV Shows",2019,1,Season,
s3872,Movie,Main aurr Mrs. Khanna,Prem Soni,"Salman Khan, Kareena Kapoor, Sohail Khan, Preity Zinta, Bappi Lahiri, Yash Tonk, Nauheed Cyrusi, Mahek Chahal",india,TV-14,109 min,"International Movies, Music & Musicals, Romantic Movies",2018,109,min,
s3873,Movie,Main Hoon Na,Farah Khan,"Shah Rukh Khan, Sunil Shetty, Sushmita Sen, Zayed Khan, Amrita Rao, Kiron Kher, Boman Irani, Bindu, Naseeruddin Shah, Kabir Bedi",india,TV-14,171 min,"Action & Adventure, Comedies, Dramas",2018,171,min,
s3874,Movie,"Main, Meri Patni Aur Woh",Chandan Arora,"Rajpal Yadav, Rituparna Sengupta, Kay Kay Menon, Varun Bandola, Vinod Nagpal, Naseeruddin Shah",india,TV-PG,129 min,"Comedies, Dramas, International Movies",2018,129,min,
s3875,Movie,Maine Pyaar Kyun Kiya,David Dhawan,"Salman Khan, Sushmita Sen, Sohail Khan, Katrina Kaif, Arshad Warsi, Isha Koppikar, Rajpal Yadav, Beena Kak",india,TV-14,137 min,"Comedies, International Movies, Music & Musicals",2019,137,min,
s3876,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma, Reema Lagoo, Ajit Vachani, Harish Patel, Deep Dhillon, Pervin Dastur, Mohnish Bahl",india,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",2018,192,min,
s3877,TV Show,Mak Cun,Unknown,"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",Unknown,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",2017,1,Season,
s3878,TV Show,Making a Murderer,Unknown,Not Available,united states,TV-14,2 Seasons,"Crime TV Shows, Docuseries",2018,2,Seasons,
s3879,Movie,Making The Witcher,Nathan Wiley,"Henry Cavill, Anya Chalotra, Freya Allan, Eamon Farren, Mimi Ndiweni, Adam Levy, MyAnna Buring, Joey Batey, Lauren Schmidt Hissrich, Tomasz Bagiski, Andrew Laws, Sneha Koorse, Declan De Barra, Beau DeMayo, Simon Emanuel, Ivn Pohrnok, Tim Aslam, Charlotte Brndstrm",united states,TV-MA,33 min,Documentaries,2020,33,min,
s3880,Movie,Making Unorthodox,Marlene Melchior,Not Available,germany,TV-G,21 min,"Documentaries, International Movies",2020,21,min,
s3881,TV Show,Mako Mermaids: An H2O Adventure,Unknown,"Lucy Fry, Ivy Latimer, Amy Ruffle, Chai Romruen, Isabel Durant, Allie Bertram, Linda Ngo, Gemma Forsyth, Dominic Deutscher, Kerith Atkinson, Rowan Hills, Brooke Nichole Lee",australia,TV-G,4 Seasons,"Kids' TV, TV Comedies",2020,4,Seasons,
s3882,Movie,Maktub,Oded Raz,"Guy Amir, Hanan Savyon, Itzik Cohen, Igal Naor",israel,TV-MA,106 min,"Comedies, International Movies",2018,106,min,
s3883,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,"Gashmeer Mahajani, Spruha Joshi, Nirmiti Sawant, Vijay Nikam, Satish Alekar, Mangal Kenkre, Kamlesh Sawant, Seema Deshmukh",india,TV-PG,132 min,"Dramas, International Movies",2018,132,min,
s3884,Movie,Malaal,Mangesh Hadawale,"Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",india,TV-14,133 min,"Dramas, International Movies, Romantic Movies",2019,133,min,
s3885,Movie,Malang,Mohit Suri,"Anil Kapoor, Aditya Roy Kapur, Disha Patani, Kunal Khemu, Makrand Deshpande, Vatsal Seth, Amruta Khanvilkar, Shaad Randhawa",india,TV-MA,131 min,"Action & Adventure, International Movies, Romantic Movies",2020,131,min,
s3886,Movie,Malena Pichot: Estupidez compleja,"Ral Campos, Jan Suter",Malena Pichot,argentina,TV-MA,51 min,Stand-Up Comedy,2018,51,min,
s3887,Movie,Malevolent,Olaf de Fleur,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan",united kingdom,TV-MA,89 min,"Horror Movies, Thrillers",2018,89,min,
s3888,Movie,Malibu Rescue,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, JT Neal, Ian Ziering, Bryana Salaz, Camaron Engels, Jeremy Howard, Jeff Meacham",united states,TV-G,70 min,"Children & Family Movies, Comedies",2019,70,min,
s3889,Movie,Malibu Rescue: The Next Wave,Savage Steve Holland,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeff Meacham, Ella Gross, Carlos Sanson, JT Neal, Camaron Engels, Kirrilee Berger",united states,TV-G,71 min,"Children & Family Movies, Comedies",2020,71,min,
s3890,TV Show,Malibu Rescue: The Series,Unknown,"Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeremy Howard, JT Neal, Bryana Salaz, Ian Ziering, Camaron Engels",united states,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",2019,1,Season,
s3891,Movie,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson",united states,TV-MA,91 min,Horror Movies,2019,91,min,
s3892,Movie,Mallesham,Raj R,"Jhansi, Priyadarshi Pullikonda, Ananya Nagalla",india,TV-PG,131 min,"Dramas, Independent Movies, International Movies",2019,131,min,
s3893,Movie,Mama's Boy,Amro Salah,"Hesham Maged, Shikoo, Mohammed Tharwat, Mahmoud Ellisy, Ahmed Sultan, Noor Kadri",egypt,TV-14,101 min,"Comedies, International Movies",2020,101,min,
s3894,TV Show,Man Down,Unknown,"Greg Davies, Roisin Conaty, Jeany Spark, Gwyneth Powell, Isy Suttie, Michael Wozniak, Elliot Levey, Ruth Bratt, Deirdre Mullins, Steven Berkoff, Stella Gonet, Rik Mayall, Ashley McGuire, Stephanie Cole",united kingdom,TV-MA,4 Seasons,"British TV Shows, TV Comedies",2017,4,Seasons,
s3895,TV Show,Man Like Mobeen,Unknown,Not Available,united kingdom,TV-MA,3 Seasons,"British TV Shows, TV Comedies",2020,3,Seasons,
s3896,Movie,Man of Tai Chi,Keanu Reeves,"Keanu Reeves, Tiger Chen, Karen Mok, Simon Yam, Qing Ye, Hai Yu, Sam Lee, Iko Uwais","united states, china, hong kong",R,105 min,"Action & Adventure, Dramas",2018,105,min,
s3897,TV Show,Man to Man,Chang-Min Lee,"Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae",south korea,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2017,1,Season,
s3898,Movie,Man Up,Ben Palmer,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge","united kingdom, france",R,88 min,"Comedies, International Movies, Romantic Movies",2018,88,min,
s3899,TV Show,Man vs Wild with Sunny Leone,Unknown,"Bear Grylls, Sunny Leone",Unknown,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",2018,1,Season,
s3900,TV Show,Man with a Plan,Unknown,"Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Jessica Chaffin",united states,TV-PG,4 Seasons,TV Comedies,2020,4,Seasons,
s3901,Movie,Mandi,Shyam Benegal,"Shabana Azmi, Smita Patil, Naseeruddin Shah, Amrish Puri, Kulbhushan Kharbanda, Saeed Jaffrey, Om Puri, Sreela Mazumdar, Neena Gupta",india,TV-MA,155 min,"Dramas, Independent Movies, International Movies",2020,155,min,
s3902,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",india,TV-14,103 min,"Dramas, International Movies, Romantic Movies",2018,103,min,
s3903,Movie,Manglehorn,David Gordon Green,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",united states,PG-13,97 min,"Dramas, Independent Movies",2017,97,min,
s3904,Movie,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",united states,TV-14,92 min,"Dramas, Independent Movies",2018,92,min,
s3905,Movie,Manhattan Romance,Tom O'Brien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",united states,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",2017,98,min,
s3906,Movie,Manhunt,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba","china, hong kong",TV-MA,109 min,"Action & Adventure, International Movies",2018,109,min,
s3907,TV Show,Manhunt: Deadly Games,Unknown,"Cameron Britton, Jack Huston, Judith Light, Carla Gugino, Gethin Anthony, Kelly Jenrette, Arliss Howard, Jay O. Sanders, Nick Searcy, Marley Shelton, Becky Ann Baker, Brad William Henke",Unknown,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2020,1,Season,
s3908,TV Show,Maniac,Unknown,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",united states,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Mysteries",2018,1,Season,
s3909,Movie,Maniyarayile Ashokan,Shamzu Zayba,"Jacob Gregory, S.V. Krishna Shankar, Shine Tom Chacko, Vijayaraghavan, Sri Lakshmi, Anupama Parameswaran, Dulquer Salmaan, Nazriya Fahad",india,TV-14,110 min,"Comedies, International Movies, Romantic Movies",2020,110,min,
s3910,Movie,Manje Bistre,Baljit Singh Deo,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",india,TV-14,136 min,"Comedies, Dramas, International Movies",2018,136,min,
s3911,Movie,MANK,David Fincher,"Gary Oldman, Amanda Seyfried, Charles Dance, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossmann",united states,R,133 min,"Dramas, Independent Movies",2020,133,min,
s3912,Movie,Manmadhudu 2,Rahul Ravindran,"Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti",india,TV-MA,152 min,"Comedies, Dramas, International Movies",2019,152,min,
s3913,Movie,Mann,Indra Kumar,"Aamir Khan, Manisha Koirala, Sharmila Tagore, Dipti Bhatnagar, Dalip Tahil, Anil Kapoor",india,TV-14,173 min,"Dramas, International Movies, Romantic Movies",2020,173,min,
s3914,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, Andr Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",united kingdom,TV-MA,89 min,"Documentaries, International Movies",2018,89,min,
s3915,Movie,Manorama Six Feet Under,Navdeep Singh,"Abhay Deol, Gul Panag, Raima Sen, Sarika, Kulbhushan Kharbanda, Vinay Pathak, Yana Gupta, Jogi, Brijendra Kala, Nawazuddin Siddiqui",india,TV-14,129 min,"Dramas, International Movies, Thrillers",2020,129,min,
s3916,Movie,Manoranjan,Shammi Kapoor,"Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",india,TV-14,162 min,"Comedies, International Movies, Music & Musicals",2017,162,min,
s3917,Movie,Mansfield Park,Patricia Rozema,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",united kingdom,PG-13,112 min,"Comedies, Dramas, International Movies",2020,112,min,
s3918,Movie,Manson Family Vacation,J. Davis,"Jay Duplass, Linas Phillips, Leonora Pitts, Adam Chernick, Davie-Blue, Suzanne Ford, Tobin Bell",united states,TV-MA,85 min,"Comedies, Dramas, Independent Movies",2015,85,min,
s3919,Movie,Manto,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin",india,TV-MA,114 min,"Dramas, Independent Movies, International Movies",2018,114,min,
s3920,Movie,Mantostaan,Rahat Kazmi,"Raghuvir Yadav, Veerendra Saxena, Sonal Sehgal, Aaditya Pratap Singh, Rahat Kazmi, Raina Bassnet, Sakshi Bhat",india,TV-MA,75 min,"Dramas, Independent Movies, International Movies",2017,75,min,
s3921,Movie,Mantra,Nicholas Kharkongor,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Pandit, Adil Hussain, Rohan Joshi, Yuri Suri, Maya Krishna Rao",india,TV-14,89 min,"Dramas, Independent Movies, International Movies",2017,89,min,
s3922,Movie,Manu,Phanindra Narsetti,"Raja Goutham, Chandini Chowdary, Bomma Sreedhar, John Kottoly, Srikanth Mullagiri, Ravi Teja",india,TV-14,177 min,"Dramas, Independent Movies, International Movies",2019,177,min,
s3923,Movie,Manusangada,Amshan Kumar,"Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad",india,TV-14,93 min,"Dramas, Independent Movies, International Movies",2019,93,min,
s3924,Movie,Maps to the Stars,David Cronenberg,"Julianne Moore, Mia Wasikowska, Robert Pattinson, John Cusack, Olivia Williams, Sarah Gadon, Evan Bird, Niamh Wilson, Dawn Greenhalgh","canada, germany, france, united states",R,112 min,"Comedies, Dramas",2018,112,min,
s3925,TV Show,Mar de Plstico,Unknown,"Rodolfo Sancho, Beln Lpez, Pedro Casablanc, Luis Fernndez, Patrick Criado, Nya de la Rubia, Jess Castro, Fernando Cayo",spain,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2017,2,Seasons,
s3926,Movie,Mara,Clive Tonge,"Olga Kurylenko, Javier Botet, Mitch Eakins, Lance E. Nichols, Rosie Fellner, Mackenzie Imsand, Dandy Barrett, Craig Conway, Melissa Bolona",united kingdom,TV-MA,99 min,"Horror Movies, Thrillers",2019,99,min,
s3927,TV Show,Maradona in Mexico,Unknown,Diego Armando Maradona,"argentina, united states, mexico",TV-MA,1 Season,"Docuseries, Spanish-Language TV Shows",2019,1,Season,
s3928,Movie,Marauders,Steven C. Miller,"Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier, Johnathon Schaech, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Richie Chance","canada, united states",R,107 min,Action & Adventure,2020,107,min,
s3929,Movie,Marc Maron: End Times Fun,Lynn Shelton,Marc Maron,united states,TV-MA,71 min,Stand-Up Comedy,2020,71,min,
s3930,Movie,Marc Maron: Thinky Pain,Lance Bangs,Marc Maron,united states,TV-MA,95 min,Stand-Up Comedy,2018,95,min,
s3931,Movie,Marc Maron: Too Real,Lynn Shelton,Marc Maron,united states,TV-MA,70 min,Stand-Up Comedy,2017,70,min,
s3932,TV Show,Marcella,Unknown,"Anna Friel, Nicholas Pinnock, Sinad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires",united kingdom,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",2020,3,Seasons,
s3933,TV Show,March Comes in Like a Lion,Unknown,"Kengo Kawanishi, Ai Kayano, Kana Hanazawa, Misaki Kuno, Nobuhiko Okamoto, Marina Inoue, Yoshimasa Hosoya, Shinichiro Miki, Tomokazu Sugita, Subaru Kimura, Shigeru Chiba, Toru Okawa, Takahiro Sakurai",japan,TV-14,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",2019,2,Seasons,
s3934,TV Show,Marching Orders,Unknown,Not Available,united states,TV-14,1 Season,Docuseries,2018,1,Season,
s3935,Movie,Marco Luque: Tamo Junto,Caio Cobra,Marco Luque,brazil,TV-MA,73 min,Stand-Up Comedy,2017,73,min,
s3936,TV Show,Marco Polo,Unknown,"Lorenzo Richelmy, Benedict Wong, Chin Han, Joan Chen, Michelle Yeoh, Rick Yune, Claudia Kim, Remy Hii, Zhu Zhu, Tom Wu, Mahesh Jadu, Olivia Cheng, Uli Latukefu, Pierfrancesco Favino, Jacqueline Chan, Leonard Wu, Gabriel Byrne",united states,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas",2016,2,Seasons,
s3937,Movie,Marco Polo: One Hundred Eyes,Alik Sakharov,"Tom Wu, Benedict Wong, Michelle Yeoh",united states,TV-MA,29 min,Movies,2015,29,min,
s3938,Movie,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",philippines,TV-MA,90 min,"Action & Adventure, International Movies",2019,90,min,
s3939,Movie,Maria Bamford: Old Baby,Jessica Yu,Maria Bamford,united states,TV-MA,64 min,Stand-Up Comedy,2017,64,min,
s3940,Movie,Maria Bamford: The Special Special Special,Jordan Brady,"Maria Bamford, Wayne Federman, Jackie Kashian",united states,TV-MA,50 min,Stand-Up Comedy,2018,50,min,
s3941,Movie,Mariah Carey's Merriest Christmas,James Yukich,"Mariah Carey, Lacey Chabert, Kelsey Grammer, Billy Gardell, Fina Strazza, Kenneth Edmonds, Cameron Mathison, Brennan Elliott",united states,TV-G,38 min,"Children & Family Movies, Music & Musicals",2016,38,min,
s3942,TV Show,Marianne,Unknown,"Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumao, Pierre Aussedat",france,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",2019,1,Season,
s3943,Movie,"Mariusz Kaamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Unknown,"Mariusz Kaamaga, Karol Kopiec, Wiolka Walaszczyk",Unknown,TV-MA,69 min,Stand-Up Comedy,2016,69,min,
s3944,Movie,Mark Gatiss: A Study in Sherlock,Nathan Landeg,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat",Unknown,TV-14,29 min,Movies,2016,29,min,
s3945,TV Show,Marlon,Unknown,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",united states,TV-14,2 Seasons,TV Comedies,2019,2,Seasons,
s3946,Movie,Marlon Wayans: Woke-ish,Marcus Raboy,Marlon Wayans,united states,TV-MA,67 min,Stand-Up Comedy,2018,67,min,
s3947,TV Show,Maron,Unknown,"Marc Maron, Judd Hirsch, Josh Brener, Nora Zehetner, Andy Kindler",united states,TV-MA,4 Seasons,TV Comedies,0,4,Seasons,
s3948,Movie,Maroon,Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",india,TV-MA,94 min,"Dramas, Independent Movies, International Movies",2017,94,min,
s3949,Movie,Marriage Palace,Sunil Thakur,"Sharry Mann, Payal Rajput, Jaswinder Bhalla, B.N. Sharma, Harby Sangha, Nirmal Rishi, Anita Devgan, Rupinder Roopi",india,TV-14,135 min,"Comedies, International Movies",2019,135,min,
s3950,Movie,Marriage Story,Noah Baumbach,"Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson","united kingdom, united states",R,137 min,Dramas,2019,137,min,
s3951,TV Show,Married at First Sight,Unknown,"Viviana Coles, Calvin Roberson, Pepper Schwartz",united states,TV-14,1 Season,"Reality TV, Romantic TV Shows",2020,1,Season,
s3952,TV Show,Mars,Everardo Gout,"Jihae, Alberto Ammann, Clmentine Poidatz, Anamaria Marinca, Sammi Rotibi, Nicholas Wittman, Cosima Shaw",united states,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",0,2,Seasons,
s3953,TV Show,Marseille,Unknown,"Grard Depardieu, Benot Magimel, Graldine Pailhas, Nadia Fars, Stphane Caillard, Jean-Ren Privat, Pascal Elso, Grard Meylan",france,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",2018,2,Seasons,
s3954,Movie,Martial Arts of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang","hong kong, china",R,90 min,"Action & Adventure, International Movies",2018,90,min,
s3955,Movie,Martin Lawrence Live: Runteldat,David Raynr,Martin Lawrence,united states,R,104 min,Stand-Up Comedy,2019,104,min,
s3956,Movie,Martin Luther: The Idea that Changed the World,David Batty,Hugh Bonneville,united states,TV-PG,55 min,"Documentaries, Faith & Spirituality",2018,55,min,
s3957,Movie,"Martin Matte: La vie, la mort...eh la la..!",Jean-Franois Blais,Martin Matte,canada,TV-14,62 min,Stand-Up Comedy,2019,62,min,
s3958,Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,Not Available,india,TV-14,83 min,"Documentaries, International Movies",2018,83,min,
